from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
0,14996,63.0,"['J05', 'L5V', 'L6', '507c']","['PJ276', '31', '61', 'PD115']","['PJ97', '61', '105', 'PD590']","[10.4, 16.3, 2.4, 4.9]",4.3,11.3,7.1,"[6.0, 2.6, 1.7, 1.1]",68.0,1
1,14996,48.0,"['301', 'L3', '325']","['PB1970', '12', 'PD428']","['PA48', '35', 'PD892']","[4.1, 9.5, 18.0]",0.6,4.7,5.4,"[1.4, 2.6, 3.4]",49.8,2
2,14996,52.0,"['102', 'L6', '519']","['PH44', '101', 'PD115']","['PI58', '105', 'PD590']","[3.0, 15.4, 5.1]",5.4,11.3,5.9,"[2.3, 2.8, 1.7]",53.0,1
3,14996,78.0,"['H06', 'MTN', 'L6', '508']","['PH76', 'PT0214', '102', 'PD529']","['PH563', 'PT0212', '105', 'PD530']","[7.5, 4.6, 12.6, 3.0]",24.7,12.0,7.1,"[1.6, 1.5, 2.1, 4.0]",80.8,1
4,14996,53.0,"['I10', 'L5R', '519']","['PI86', '76', 'PD427']","['PA191', '35', 'PD590']","[2.7, 12.3, 15.0]",2.0,11.3,2.8,"[3.7, 3.3, 2.6]",55.8,3
5,14996,32.0,"['506', '506e']","['PA442', 'PD524']","['PD524', 'PD590']","[1.6, 10.6]",5.3,11.3,0.0,"[2.4, 1.1]",32.4,1
6,14996,64.0,"['I16', 'L6', '519']","['PI1167', '101', 'PD115']","['PI1586', '105', 'PD590']","[3.0, 15.4, 5.1]",5.1,11.3,19.8,"[1.5, 2.5, 1.9]",65.7,1
7,14996,63.0,"['I16', 'L6', '519']","['PI1167', '101', 'PD115']","['PI1586', '105', 'PD590']","[3.0, 15.4, 5.1]",5.1,11.3,19.8,"[1.4, 3.3, 1.0]",65.4,1
8,14996,47.0,"['L4A', 'L4V', '516']","['43', '99', 'PD553']","['99', '79', 'PD579']","[4.3, 8.7, 5.4]",7.8,11.4,2.8,"[5.7, 3.2, 1.3]",50.6,2
9,14996,49.0,"['210e', 'L4V', '506']","['PE121', '98', 'PD553']","['PE126', '79', 'PD579']","[6.2, 10.3, 5.0]",12.5,11.4,3.3,"[1.7, 2.1, 2.2]",54.7,1
10,14996,39.0,"['L1', 'L3', 'L6', '106']","['46', '15', '106', 'PD529']","['15', '106', '105', 'PD61']","[0.8, 10.2, 1.4, 2.7]",0.5,11.1,4.0,"[1.3, 3.9, 1.4, 1.8]",39.0,1
11,14996,56.0,"['H14', 'L5V', 'L6', '506e', '325']","['PH1486', '65', '61', 'PD115', 'PD530']","['PE1', '61', '105', 'PD590', 'PD892']","[14.9, 7.5, 2.4, 5.1, 1.5]",1.2,4.7,7.8,"[3.4, 3.5, 1.1, 1.4, 1.2]",55.8,1
12,14996,38.0,"['L6', '508', '325']","['29', 'PD529', 'PD530']","['105', 'PD530', 'PD892']","[7.3, 2.2, 1.5]",10.7,4.7,4.0,"[1.4, 4.1, 2.1]",38.0,2
13,14996,50.0,"['L4A', 'L4V', '511']","['92', '99', 'PD553']","['99', '79', 'PD556']","[6.6, 8.7, 5.4]",7.6,12.6,2.8,"[4.3, 2.8, 1.5]",52.2,1
14,14996,39.0,"['204', '506']","['PA129', 'PA666']","['PA132', 'PD590']","[4.4, 14.8]",2.2,11.3,1.2,"[4.6, 1.6]",40.1,1
15,14996,42.0,"['E06', 'L4V', '519']","['PE159', '99', 'PD553']","['PE1296', '79', 'PD579']","[1.9, 8.7, 5.4]",4.2,11.4,4.4,"[1.2, 2.8, 1.6]",41.8,1
16,14996,70.0,"['119', 'G12', 'L2V', 'L6', '506']","['PG422', 'PH287', '39', '29', 'PD115']","['PH287', 'PG264', '29', '105', 'PD590']","[8.1, 7.9, 10.7, 7.3, 4.2]",4.2,11.3,7.4,"[2.3, 2.1, 1.3, 2.0, 1.1]",70.1,1
17,14996,71.0,"['428e', 'L3', 'L2R', 'L6', '508']","['PB491', '108', '12', '29', 'PD529']","['PB1979', '12', '29', '105', 'PD530']","[5.6, 11.4, 8.4, 7.3, 3.0]",2.2,12.0,9.9,"[1.5, 1.5, 1.3, 1.6, 1.2]",66.9,1
18,14996,62.0,"['301', 'L3', '325']","['PB377', '12', 'PD350']","['PA48', '106', 'PD892']","[14.9, 13.5, 8.7]",4.6,4.7,5.3,"[1.3, 3.2, 1.2]",57.5,1
19,14996,50.0,"['121', 'L6', '508']","['PA313', '103', 'PD529']","['PH293', '105', 'PD530']","[8.4, 10.2, 3.0]",9.8,12.0,5.0,"[1.3, 4.2, 3.0]",56.9,1
20,14996,44.0,"['301', '507c']","['PA55', 'PA436']","['PA57', 'PD590']","[2.8, 23.0]",5.5,11.3,1.2,"[1.9, 1.3]",46.9,1
21,14996,49.0,"['L1', 'L3', '325']","['83', '15', 'PD428']","['15', '35', 'PD892']","[3.4, 6.2, 18.0]",9.0,4.7,3.3,"[1.6, 1.6, 2.8]",50.7,2
22,14996,43.0,"['204', '507c']","['PA116', 'PA440']","['PA121', 'PD590']","[5.3, 18.0]",4.5,11.3,1.5,"[1.4, 1.5]",43.5,1
23,14996,83.0,"['I24', 'L5V', 'L6', '106']","['PI200', '68', '61', 'PD529']","['PI1396', '61', '105', 'PD83']","[11.7, 35.1, 2.4, 2.1]",5.5,13.5,5.1,"[2.1, 2.1, 2.9, 1.8]",84.3,1
24,14996,89.0,"['314v', 'L3', '325']","['PB626', '108', 'PD111']","['PB1979', '117', 'PD892']","[25.1, 23.5, 12.1]",1.5,4.7,9.4,"[5.2, 2.9, 1.0]",85.4,2
25,14996,50.0,"['L3', '224']","['113', 'PD78']","['118', 'PD83']","[17.6, 5.3]",7.6,13.5,5.0,"[4.0, 1.8]",54.8,1
26,14996,49.0,"['E17', '106']","['PE54', 'PD145']","['PE62', 'PD98']","[8.9, 23.4]",2.7,10.6,2.5,"[1.0, 1.7]",50.8,1
27,14996,55.0,"['107', 'L1', 'L2R', 'L6', '508']","['PI64', '50', '44', '29', 'PD529']","['PI46', '44', '29', '105', 'PD530']","[3.6, 8.6, 4.3, 7.3, 3.0]",0.3,12.0,6.0,"[1.5, 1.3, 2.7, 1.2, 2.3]",54.2,1
28,14996,57.0,"['105', 'L5V', '506']","['PI84', '31', 'PD524']","['PJ45', '35', 'PD590']","[3.4, 13.7, 11.9]",5.8,11.3,8.0,"[1.2, 1.9, 2.2]",59.4,1
29,14996,64.0,"['J01', 'L5R', 'L6', '106']","['PJ583', '76', '61', 'PD529']","['PA1', '61', '105', 'PD61']","[12.9, 14.4, 2.4, 2.7]",4.2,11.1,5.5,"[7.6, 2.0, 3.6, 1.1]",67.6,1
30,14996,50.0,"['J02', 'L1', 'L2R', 'L6', '508']","['PA556', '38', '44', '29', 'PD529']","['PA558', '44', '29', '105', 'PD530']","[2.0, 2.3, 4.3, 7.3, 3.0]",1.4,12.0,6.8,"[1.5, 1.9, 1.2, 1.8, 4.4]",49.8,3
31,14996,62.0,"['F20', 'L2V', 'L6', '325']","['PG54', '39', '29', 'PD350']","['PG1583', '29', '106', 'PD892']","[7.4, 10.7, 9.2, 8.7]",2.6,4.7,6.3,"[2.8, 3.3, 4.3, 3.5]",63.6,1
32,14996,56.0,"['271', 'L4A', 'L4V', '507c']","['PG59', '39', '99', 'PD553']","['PG61', '99', '79', 'PD579']","[3.0, 10.6, 8.7, 5.5]",6.0,11.4,4.2,"[1.1, 1.3, 1.4, 1.8]",55.0,1
33,14996,54.0,"['206', 'L6', '106']","['PH156', '104', 'PD529']","['PH161', '105', 'PD61']","[7.7, 5.7, 2.7]",11.4,11.1,7.1,"[1.5, 2.0, 3.4]",52.6,1
34,14996,52.0,"['L2R', 'L6', '506']","['47', '29', 'PD115']","['29', '105', 'PD590']","[9.1, 7.3, 4.2]",11.1,11.3,4.8,"[1.4, 3.8, 1.3]",54.3,1
35,14996,55.0,"['L5V', '506']","['31', 'PD524']","['35', 'PD590']","[13.7, 11.9]",15.1,11.3,3.9,"[1.9, 1.6]",59.4,3
36,14996,42.0,"['L5R', 'L6', '325']","['54', '61', 'PD350']","['61', '106', 'PD892']","[8.9, 4.3, 8.7]",6.2,4.7,3.2,"[2.3, 1.2, 2.5]",42.1,2
37,14996,52.0,"['L1', 'L3', '325']","['26', '15', 'PD350']","['15', '106', 'PD892']","[5.8, 10.2, 8.5]",13.6,4.7,3.2,"[1.4, 3.3, 2.3]",53.1,2
38,14996,57.0,['212'],['PH151'],['PD98'],[41.0],6.7,10.6,0.0,[2.5],60.8,1
39,14996,49.0,"['L6', '506e']","['104', 'PD115']","['105', 'PD590']","[5.7, 5.1]",20.3,11.3,4.8,"[2.0, 1.7]",50.9,2
40,14996,47.0,"['L3', 'L6', '126']","['12', '106', 'PD529']","['106', '105', 'PD83']","[13.5, 1.4, 2.2]",9.6,13.5,4.0,"[1.9, 1.0, 2.1]",49.2,1
41,14996,67.0,"['G08', 'MTN', 'L6', '508']","['PG38', 'PT0216', '102', 'PD529']","['PG41', 'PT0212', '105', 'PD530']","[4.6, 11.7, 12.6, 3.0]",3.1,12.0,8.3,"[1.1, 3.7, 4.9, 2.2]",67.3,1
42,14996,66.0,"['MTN', 'L6', '106']","['PT0216', '102', 'PD529']","['PT0212', '105', 'PD83']","[11.7, 12.6, 2.1]",12.3,13.5,4.9,"[7.0, 2.7, 2.1]",68.9,2
43,14996,38.0,"['L6', '508', '325']","['29', 'PD529', 'PD530']","['105', 'PD530', 'PD892']","[7.3, 2.2, 1.5]",10.7,4.7,4.0,"[1.6, 2.2, 2.7]",37.0,2
44,14996,37.0,"['210v', 'L6', '508']","['PD1608', '61', 'PD529']","['PD204', '105', 'PD530']","[3.7, 2.4, 3.0]",4.6,12.0,6.6,"[1.2, 1.2, 2.9]",37.6,1
45,14996,51.0,"['107', 'L2V', 'L6', '506e', '325']","['PH31', '19', '29', 'PD115', 'PD530']","['PH34', '29', '105', 'PD590', 'PD892']","[4.1, 4.6, 7.3, 3.8, 1.5]",2.4,4.7,8.5,"[3.2, 1.5, 5.2, 1.3, 1.3]",49.4,1
46,14996,82.0,"['401', 'L5V', '325']","['PI376', '68', 'PD428']","['PI386', '35', 'PD892']","[15.5, 32.5, 18.0]",1.6,4.7,5.7,"[1.7, 1.8, 2.3]",83.8,1
47,14996,55.0,"['L1', 'L6', '106']","['58', '41', 'PD529']","['41', '105', 'PD83']","[6.7, 7.0, 2.1]",17.7,13.5,4.0,"[1.3, 2.6, 2.0]",57.0,1
48,14996,44.0,"['L5R', 'L6', '126']","['88', '61', 'PD529']","['61', '105', 'PD83']","[5.8, 2.4, 2.2]",11.4,13.5,4.0,"[1.8, 2.0, 1.1]",44.2,2
49,14996,43.0,"['205', 'L3', '106']","['PA149', '116', 'PD110']","['PA151', '117', 'PD61']","[3.6, 4.1, 10.5]",8.7,11.1,4.7,"[1.0, 1.9, 1.3]",47.2,1
50,14996,62.0,"['F08', 'L4V', '506']","['PF843', '34', 'PD553']","['PF748', '79', 'PD579']","[8.6, 19.6, 4.6]",6.9,11.4,5.9,"[1.4, 2.5, 1.3]",62.3,2
51,14996,49.0,"['H09', 'L2R', 'L6', '106']","['PH628', '45', '29', 'PD529']","['PH630', '29', '105', 'PD61']","[2.3, 2.8, 7.3, 2.7]",3.9,11.1,7.5,"[1.3, 1.7, 1.5, 5.0]",47.1,1
52,14996,,[],[],[],[],,,,[],,
53,14996,51.0,"['402', 'L5R', '325']","['PA600', '4', 'PD428']","['PA229', '35', 'PD892']","[3.2, 8.6, 18.0]",1.1,4.7,7.2,"[4.8, 1.3, 2.4]",51.3,1
54,14996,49.0,"['L2V', 'L6', '506']","['47', '29', 'PD115']","['29', '105', 'PD590']","[7.1, 7.3, 4.2]",9.9,11.3,4.8,"[3.1, 2.4, 1.9]",52.0,5
55,14996,40.0,"['L5V', 'L3', '106']","['6', '35', 'PD110']","['35', '117', 'PD61']","[3.4, 1.9, 10.5]",8.5,11.1,3.1,"[1.4, 2.5, 2.4]",44.9,1
56,14996,56.0,"['209', 'L4A', 'L4V', '507c']","['PG112', '92', '99', 'PD553']","['PG1616', '99', '79', 'PD579']","[6.9, 6.6, 8.7, 5.5]",2.9,11.4,6.1,"[1.6, 2.6, 2.0, 1.7]",56.0,1
57,14996,56.0,"['508', 'D16']","['PD616', 'PD638']","['PD638', 'PD914']","[28.5, 3.7]",8.1,8.9,0.0,"[2.6, 1.0]",52.8,1
58,14996,44.0,"['302', '506', '325']","['PA236', 'PA435', 'PD530']","['PA238', 'PD590', 'PD892']","[1.8, 21.8, 1.5]",3.7,4.7,2.0,"[2.6, 1.1, 1.5]",40.7,1
59,14996,63.0,"['307', 'L2R', 'L6', '507c']","['PB429', '12', '29', 'PD115']","['PA329', '29', '105', 'PD590']","[8.1, 8.4, 7.3, 4.9]",8.5,11.3,8.2,"[2.6, 1.2, 1.6, 1.4]",63.5,1
60,14996,44.0,['506e'],['PA433'],['PD590'],[29.7],5.5,11.3,0.0,[2.7],49.3,4
61,14996,58.0,"['125', 'L6', '106']","['PH89', '102', 'PD529']","['PH94', '105', 'PD83']","[9.8, 12.6, 2.1]",4.5,13.5,6.8,"[4.2, 2.8, 2.3]",58.6,1
62,14996,56.0,"['214', 'L3', '325']","['PB858', '113', 'PD428']","['PB901', '35', 'PD892']","[5.9, 12.0, 18.5]",4.4,4.7,4.3,"[1.3, 2.5, 2.4]",55.9,1
63,14996,58.0,"['G12', 'L2R', 'L6', '519']","['PG1160', '47', '29', 'PD115']","['PG1585', '29', '105', 'PD590']","[11.1, 9.1, 7.3, 5.1]",2.7,11.3,8.6,"[2.2, 1.4, 3.2, 1.7]",63.7,1
64,14996,43.0,"['L2V', 'L6', '508']","['19', '29', 'PD529']","['29', '105', 'PD530']","[4.6, 7.3, 2.2]",5.3,12.0,4.0,"[3.2, 3.1, 2.2]",43.9,3
65,14996,40.0,"['L4V', '506v']","['98', 'PD553']","['79', 'PD579']","[10.3, 5.4]",6.5,11.4,2.8,"[1.6, 2.2]",40.1,6
66,14996,40.0,"['L5R', 'L6', '508']","['64', '61', 'PD529']","['61', '105', 'PD530']","[4.3, 2.4, 3.0]",9.8,12.0,4.0,"[2.4, 3.8, 1.6]",43.4,2
67,14996,62.0,"['E02', 'L2V', 'L6', '325']","['PG438', '47', '29', 'PD350']","['PG1585', '29', '106', 'PD892']","[10.9, 7.1, 9.2, 8.5]",4.0,4.7,7.1,"[2.8, 1.6, 5.6, 2.1]",63.6,1
68,14996,43.0,"['L6', '508']","['29', 'PD529']","['105', 'PD530']","[7.3, 3.0]",11.8,12.0,4.0,"[3.7, 1.0]",42.7,5
69,14996,51.0,"['L2V', 'L6', '506']","['39', '29', 'PD115']","['29', '105', 'PD590']","[10.7, 7.3, 4.2]",6.4,11.3,4.8,"[2.0, 3.5, 1.6]",51.9,3
70,14996,56.0,"['I16', 'L1', 'L2R', 'L6', '508']","['PI1491', '97', '44', '29', 'PD529']","['PI1178', '44', '29', '105', 'PD530']","[5.6, 4.8, 4.3, 7.3, 3.0]",2.7,12.0,6.6,"[5.0, 1.9, 3.0, 1.3, 1.6]",59.0,2
71,14996,56.0,"['L3', '325']","['112', 'PD428']","['35', 'PD892']","[14.1, 18.0]",11.4,4.7,3.3,"[3.4, 2.3]",57.3,9
72,14996,51.0,"['D15', 'L4V', '516']","['PD1013', '86', 'PD553']","['PD759', '79', 'PD579']","[13.2, 4.5, 5.7]",4.2,11.4,4.7,"[1.7, 1.9, 1.7]",49.2,1
73,14996,67.0,"['MTN', 'L6', '126']","['PT0215', '102', 'PD529']","['PT0212', '105', 'PD83']","[9.8, 12.6, 2.2]",14.8,13.5,4.9,"[5.8, 4.4, 2.2]",70.2,1
74,14996,54.0,"['125', 'L6', '106']","['PA659', '102', 'PD529']","['PH108', '105', 'PD61']","[3.6, 12.6, 2.7]",12.3,11.1,5.1,"[1.2, 2.6, 3.8]",55.1,1
75,14996,53.0,"['H04', 'L6', '508']","['PH1472', '103', 'PD529']","['PH98', '105', 'PD530']","[2.0, 10.2, 3.0]",15.7,12.0,4.4,"[1.1, 2.8, 3.8]",55.0,1
76,14996,72.0,"['G12', 'L4A', 'L4V', '507']","['PH287', '39', '99', 'PD553']","['PG264', '99', '79', 'PD579']","[7.9, 10.6, 8.7, 5.5]",13.5,11.4,5.5,"[1.9, 2.0, 2.2, 1.5]",70.7,1
77,14996,56.0,"['109', 'L5V', '506e']","['PJ454', '31', 'PD524']","['PJ97', '35', 'PD590']","[2.3, 13.7, 14.3]",6.4,11.3,6.3,"[1.9, 1.1, 1.2]",58.4,1
78,14996,61.0,"['G18', 'L2R', 'L6', '325']","['PG1676', '39', '29', 'PD350']","['PG61', '29', '106', 'PD892']","[7.3, 12.4, 9.2, 8.5]",3.9,4.7,4.6,"[1.5, 1.8, 1.4, 2.9]",58.4,1
79,14996,48.0,"['L4R', 'L4V', '519']","['95', '98', 'PD553']","['98', '79', 'PD579']","[3.5, 10.3, 5.3]",9.3,11.4,2.8,"[1.6, 1.1, 2.4]",47.6,1
80,14996,53.0,"['406c', 'L1', 'L6', '325']","['PC162', '58', '41', 'PD350']","['PC1066', '41', '106', 'PD892']","[3.0, 6.7, 5.2, 8.5]",9.1,4.7,4.7,"[2.0, 2.6, 2.5, 4.4]",53.4,1
81,14996,86.0,"['428e', 'L3', '508']","['PB486', '108', 'PD111']","['PB1979', '117', 'PD530']","[17.6, 23.5, 11.4]",6.8,12.0,9.4,"[3.6, 3.3, 1.6]",89.1,1
82,14996,54.0,"['I10', 'L5R', '519']","['PI86', '76', 'PD427']","['PA191', '35', 'PD590']","[2.7, 12.3, 15.0]",2.0,11.3,2.8,"[6.7, 1.8, 1.4]",56.1,2
83,14996,53.0,"['E03', 'L4V', '516']","['PE421', '99', 'PD553']","['PE1296', '79', 'PD579']","[5.1, 8.7, 5.7]",9.0,11.4,4.4,"[3.5, 2.2, 1.1]",51.2,4
84,14996,64.0,"['411', 'L1', 'L6', '506v']","['PC335', '74', '41', 'PD115']","['PC203', '41', '105', 'PD590']","[22.0, 0.9, 7.0, 4.7]",5.7,11.3,5.6,"[1.9, 1.0, 1.1, 1.4]",62.5,1
85,14996,44.0,"['L5R', 'L6', '511']","['7', '61', 'PD115']","['61', '105', 'PD590']","[7.8, 2.4, 4.2]",8.7,11.3,4.8,"[1.1, 1.8, 1.7]",43.8,1
86,14996,60.0,"['MTN', 'L6', '126']","['PT0217', '102', 'PD529']","['PT0212', '105', 'PD83']","[13.1, 12.6, 2.2]",5.4,13.5,4.9,"[4.0, 1.9, 1.4]",59.0,2
87,14996,82.0,"['419', 'L5R', '519']","['PI491', '11', 'PD427']","['PI1463', '35', 'PD590']","[10.2, 31.1, 14.7]",4.6,11.3,4.0,"[1.1, 2.5, 2.2]",81.8,2
88,14996,47.0,"['E13', 'L4V', '516']","['PE99', '98', 'PD553']","['PE575', '79', 'PD579']","[7.8, 10.3, 5.7]",4.0,11.4,3.9,"[2.7, 3.1, 1.1]",49.9,1
89,14996,56.0,"['121', 'L5V', 'L6', '508']","['PA309', '78', '61', 'PD529']","['PA724', '61', '105', 'PD530']","[1.9, 14.3, 2.4, 3.0]",10.3,12.0,4.8,"[2.1, 2.4, 1.7, 1.1]",56.0,1
90,14996,94.0,"['109', 'L5R', 'L6', '126']","['PI194', '68', '61', 'PD529']","['PI106', '61', '105', 'PD83']","[18.0, 35.1, 2.4, 2.2]",9.8,13.5,6.3,"[1.6, 1.1, 3.1, 1.5]",94.5,1
91,14996,76.0,"['L5V', 'L6', '508']","['21', '61', 'PD529']","['61', '105', 'PD530']","[32.0, 2.4, 3.0]",16.2,12.0,4.0,"[1.7, 2.5, 1.9]",75.6,9
