fecha descarga,fecha publicacion,titulo,direccion,url
2023-05-11,Publicado hace 28 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago","Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1372875297-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=1&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 14 días por Blue Home,"Maule 150 -  Departamento 2d1b, Santiago","Maule 150, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1594148644-maule-150-departamento-2d1b-santiago-_JM#position=2&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 3 meses por Blue Home,"Sara Del Campo 535 -  Departamento 1d1b, Santiago","Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1619702950-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=3&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 6 días por Assetplan Chile,Edificio San Diego Vista Poniente Piso 2,"San Diego 255, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1626809606-edificio-san-diego-vista-poniente-piso-2-_JM#position=4&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 7 días por Assetplan Chile,Edificio Av. Portugal Vista Sur Piso 14,"Av. Portugal 981, Barrio Diez de Julio, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1619507490-edificio-av-portugal-vista-sur-piso-14-_JM#position=5&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 7 días por Assetplan Chile,Edificio Carmen Vista Sur Piso 16,"Carmen 110, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1379982981-edificio-carmen-vista-sur-piso-16-_JM#position=6&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 7 días por Assetplan Chile,Edificio Santa Elena Vista Poniente Piso 8,"Santa Elena 998, Barrio Diez de Julio, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1619723324-edificio-santa-elena-vista-poniente-piso-8-_JM#position=7&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 7 días por Assetplan Chile,Edificio San Diego Vista Norte Piso 17,"San Diego 255, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1379943185-edificio-san-diego-vista-norte-piso-17-_JM#position=8&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 7 días por Assetplan Chile,Edificio Tarapacá Vista Norte Piso 23,"Tarapacá 876, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1380078627-edificio-tarapaca-vista-norte-piso-23-_JM#position=9&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 33 días,Depto. 2 Hab 2 Baños Pto. Lav. Santiago Centro ,"Argomedo 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1370673769-depto-2-hab-2-banos-pto-lav-santiago-centro-_JM#position=10&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 9 días por Assetplan Chile,Edificio Mario Kreutzberger- Vista Norte Piso 19,"Mario Kreutzberger 1520, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1610752648-edificio-mario-kreutzberger-vista-norte-piso-19-_JM#position=11&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 36 días por Assetplan Chile,Edificio Sta Elena- Vista Poniente Piso 21,"Sta Elena 1722, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1511587032-edificio-sta-elena-vista-poniente-piso-21-_JM#position=12&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 13 días por Assetplan Chile,Edificio Sgto. Aldea (1 Est. 1 Bod.) Vista Oriente Piso 5,"Sgto. Aldea 1156, Parque O'Higgins, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1378498077-edificio-sgto-aldea-1-est-1-bod-vista-oriente-piso-5-_JM#position=13&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 14 días por Assetplan Chile,Edificio Av. Almte. Blanco Encalada- Vista Poniente Piso 8,"Av. Almte. Blanco Encalada 2527, Barrio República, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1593708314-edificio-av-almte-blanco-encalada-vista-poniente-piso-8-_JM#position=14&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 8 días por Assetplan Chile,Edificio Merced- Vista Norte Piso 5,"Merced 562, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1379750883-edificio-merced-vista-norte-piso-5-_JM#position=15&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 13 días por Assetplan Chile,Edificio C. Rosas (1 Est. 1 Bod.) Vista Sur Piso 14,"C. Rosas 1220, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1378508549-edificio-c-rosas-1-est-1-bod-vista-sur-piso-14-_JM#position=16&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 35 días por Houm,Departamento Avenida Santa Rosa Id: 102851,"Avenida Santa Rosa, San Diego, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1370253439-departamento-avenida-santa-rosa-id-102851-_JM#position=17&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 25 días por Houm,Departamento Lord Cochrane Id: 36542,"Lord Cochrane, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1547618992-departamento-lord-cochrane-id-36542-_JM#position=18&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 16 días por Houm,Departamento Eyzaguirre Id: 105117,"Eyzaguirre, San Diego, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1377245765-departamento-eyzaguirre-id-105117-_JM#position=19&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 23 días por Houm,Departamento Máximo Humbser Id: 103462,"Máximo Humbser, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1557171890-departamento-maximo-humbser-id-103462-_JM#position=20&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 22 días por Isbast,Edificio Mapocho Vista Poniente Piso 24,"Mapocho 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1560961008-edificio-mapocho-vista-poniente-piso-24-_JM#position=21&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 22 días por Isbast,Manuel Antonio Tocornal Vista Oriente Piso 6,"Manuel Antonio Tocornal 600 - 900, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1374706457-manuel-antonio-tocornal-vista-oriente-piso-6-_JM#position=22&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 17 días por Houm,Departamento Matucana Id: 73990,"Matucana, Parque Los Reyes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1577349436-departamento-matucana-id-73990-_JM#position=23&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 24 días por Houm,Departamento San Francisco Id: 106665,"San Francisco, Parque O'Higgins, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1373770469-departamento-san-francisco-id-106665-_JM#position=24&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 38 días por Houm,Departamento Chacabuco Id: 106294,"Chacabuco, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1369328861-departamento-chacabuco-id-106294-_JM#position=25&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 27 días por Houm,Departamento Tucapel Jiménez Id: 106995,"Tucapel Jiménez, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1542307110-departamento-tucapel-jimenez-id-106995-_JM#position=26&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 25 días por Houm,Departamento Franklin Id: 105401,"Franklin, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1373761893-departamento-franklin-id-105401-_JM#position=27&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 21 días por Assetplan Chile,Edificio Av. Almte. Blanco Encalada- Vista Poniente Piso 5,"Av. Almte. Blanco Encalada 2527, Barrio República, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1565686780-edificio-av-almte-blanco-encalada-vista-poniente-piso-5-_JM#position=28&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 52 días por Blue Home,"Santa Elena 2120 -  Departamento Studio, Santiago","Santa Elena 2100 - 2400, San Joaquín, Chile, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1424592880-santa-elena-2120-departamento-studio-santiago-_JM#position=29&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 45 días por Blue Home,"Santo Domingo 3251 -  Departamento Studio, Santiago","Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1451876852-santo-domingo-3251-departamento-studio-santiago-_JM#position=30&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Morandé 924 -  Departamento Studio, Santiago","Morandé 900 - 1200, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479544760-morande-924-departamento-studio-santiago-_JM#position=31&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 2 meses por Blue Home,"Santa Rosa 237 - Departamento 2d2b(3c), Santiago","Avenida Santa Rosa 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1361479508-santa-rosa-237-departamento-2d2b3c-santiago-_JM#position=32&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 3 meses por Blue Home,"Morandé 924 -  Departamento 2d2b(3c), Santiago","Morandé 900 - 1200, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1318546540-morande-924-departamento-2d2b3c-santiago-_JM#position=33&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 2 meses por Blue Home,"Santo Domingo 3251 -  Departamento 2d2b(3c), Santiago","Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1361685178-santo-domingo-3251-departamento-2d2b3c-santiago-_JM#position=34&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Abdón Cifuentes 150 -  Departamento Studio, Santiago","Abdón Cifuentes 150, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479766622-abdon-cifuentes-150-departamento-studio-santiago-_JM#position=35&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Sara Del Campo 535 -  Departamento 2d2b(4c), Santiago","Sara Del Campo 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479769204-sara-del-campo-535-departamento-2d2b4c-santiago-_JM#position=36&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 45 días por Blue Home,"Tocornal 661 -  Departamento 1d1b, Santiago","Manuel Antonio Tocornal 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1366441699-tocornal-661-departamento-1d1b-santiago-_JM#position=37&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 52 días por Blue Home,"Santa Elena 2120 -  Departamento 2d2b(4c), Santiago","Santa Elena 2100 - 2400, San Joaquín, Chile, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1424598368-santa-elena-2120-departamento-2d2b4c-santiago-_JM#position=38&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 36 días por Blue Home,"Santa Elena 2120 - Departamento 1d1b(gr), San Joaquín","Santa Elena 2100 - 2400, San Joaquín, Chile, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1369967255-santa-elena-2120-departamento-1d1bgr-san-joaquin-_JM#position=39&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 36 días por Blue Home,"Sara Del Campo 535 - Departamento 2d2b(3c), Santiago","Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1509846266-sara-del-campo-535-departamento-2d2b3c-santiago-_JM#position=40&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Sara Del Campo 535 -  Departamento Studio, Santiago","Sara Del Campo 535, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479768964-sara-del-campo-535-departamento-studio-santiago-_JM#position=41&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 56 días por Blue Home,"Santo Domingo 3251 - Departamento 2d2b(4c), Santiago","Santo Domingo 3251, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1409149624-santo-domingo-3251-departamento-2d2b4c-santiago-_JM#position=42&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Morandé 924 -  Departamento 1d1b, Santiago","Morandé 900 - 1200, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479558458-morande-924-departamento-1d1b-santiago-_JM#position=43&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Santa Isabel 55 -  Departamento 1d1b, Santiago","Santa Isabel 1 - 300, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479548660-santa-isabel-55-departamento-1d1b-santiago-_JM#position=44&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 45 días por Blue Home,"Santo Domingo 3251 -  Departamento 1d1b, Santiago","Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1366467897-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=45&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 2 meses por Blue Home,"Santo Domingo 3251 -  Departamento 2d1b, Santiago","Santo Domingo 3000 - 3300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1361480814-santo-domingo-3251-departamento-2d1b-santiago-_JM#position=46&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 58 días por Blue Home,"Santa Rosa 237 -  Departamento 2d2b(4c), Santiago","Avenida Santa Rosa 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1401462144-santa-rosa-237-departamento-2d2b4c-santiago-_JM#position=47&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 52 días por Blue Home,"Santa Rosa 237 -  Departamento 1d1b, Santiago","Avenida Santa Rosa 1 - 300, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1363604911-santa-rosa-237-departamento-1d1b-santiago-_JM#position=48&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 45 días por Blue Home,"Carmen 368 -  Departamento 1d1b, Santiago","Carmen 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1451863368-carmen-368-departamento-1d1b-santiago-_JM#position=49&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
2023-05-11,Publicado hace 41 días por Blue Home,"Tocornal 661 -  Departamento 2d2b(4c), Santiago","Manuel Antonio Tocornal 600 - 900, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-1479563570-tocornal-661-departamento-2d2b4c-santiago-_JM#position=50&search_layout=stack&type=item&tracking_id=7649d85f-e94a-44c1-a43b-4074705cc3e8
